Sample,,,,,,,Metal_A  [ He ] ,,,Metal_B  [ He ] ,,,Metal_C  [ He ] ,,,Metal_D  [ He ] ,,,Metal_E  [ He ] ,,,Metal_F [ He ] ,,,Metal_G  [ He ] ,,,Metal_H [ He ] ,,,Metal_I  [ He ] ,,,Metal_J  [ He ] ,,
,FALSE,sample1.d,2022/10/28 14:20,Sample,,Wash4,<0.000,855.5966667,11.25453177,<0.000,690.03,10.66071665,<0.000,376.68,15.95381559,<0.000,2019.05,1.217021217,<0.000,2654.706667,2.279158599,0.055771612,3175.926667,5.515300074,<0.000,11.11,91.65740795,0.038535993,502.2433333,4.26719809,<0.000,104.45,24.16540606,0.01630403,1305.646667,8.553717411
,FALSE,sample2.d,2022/10/28 14:23,Sample,,Wash5,<0.000,727.81,12.92574875,<0.000,407.7933333,9.820281848,<0.000,367.79,8.225203961,<0.000,1203.4,10.53736359,<0.000,3302.616667,1.969090385,0.029144725,2001.28,2.582544194,0.00011547,18.89,88.83271884,0.055733435,378.9033333,9.651691688,<0.000,157.7833333,24.75665108,<0.000,271.12,11.0879101
,FALSE,sample3.d,2022/10/28 14:27,Sample,,Blank control_Batch1,<0.000,1556.77,9.68126551,<0.000,727.81,6.418218819,<0.000,483.35,14.44984313,<0.000,4145.026667,3.783297202,<0.000,2231.3,2.419927879,0.478819089,25555.48,4.105748759,<0.000,7.776666667,65.46538511,4.565827662,47366.66,12.08459323,0.032722059,2154.653333,10.11322393,0.071602024,3578.273333,3.282840062
,FALSE,sample4.d,2022/10/28 14:30,Sample,,47_1_Muscle,4.012079241,4636.728882,1.804192093,0,822.6751317,9.639366456,0.143240644,2697.892825,5.076025391,6.798772478,450072.4705,0.620157789,12.28145972,96024.7451,0.668228648,0.022614824,997.1214665,11.00742077,1.1427393,9279.770241,4.794822777,0.013421853,222.9337764,7.574640994,0.001741751,418.226203,21.50370739,0.093152855,4935.406527,7.750129631
,FALSE,sample5.d,2022/10/28 14:33,Sample,,47_2_Muscle,6.573025458,5711.378173,7.866121727,0,1084.197813,3.761104129,0.150285496,2993.021852,6.969427176,9.097633854,855696.3124,0.397514389,15.41976179,79473.1457,1.53069304,0.027775301,874.3095206,2.366344519,0.64540792,11832.42508,10.48115609,0.014058581,261.611184,18.14350306,0.002003969,387.4643833,17.86002786,0.080854819,5007.199968,6.80582327
,FALSE,sample6.d,2022/10/28 14:37,Sample,,47_3_Muscle,3.552733251,3217.803926,7.209953265,0,1395.233716,12.36807145,0.145037824,2944.182463,3.241732606,1.881400578,147515.4919,2.246294494,13.36508197,90161.9714,1.220856836,0.01237782,1868.304099,13.71417069,0.487463629,11707.90613,2.917832257,0.015501837,287.0116294,13.89983395,0.00162938,442.9163537,10.58772047,0.112316453,6154.060407,3.413453475
,FALSE,sample7.d,2022/10/28 14:40,Sample,,47_4_Muscle,5.83239034,6202.028978,5.694345888,0,592.0369756,9.786163205,0.419199072,3574.969397,3.72358614,8.579961217,600110.7428,0.754950583,16.56978772,65823.1669,1.447621756,0.032792215,969.6549185,14.8546443,1.385337595,16996.44722,2.087491451,0.015696565,189.4340253,15.69439973,0.002097574,474.4896907,22.3485907,0.094087585,4199.464061,3.47618476
,FALSE,sample8.d,2022/10/28 14:44,Sample,,47_5_Muscle,5.482575289,3326.315873,6.861441871,0,442.9256445,5.509692625,0.348491048,3470.789152,5.109900043,17.8112844,268912.9111,2.472887541,10.78901758,69264.24457,0.695604531,0.018065586,1711.997191,13.73468657,1.860233543,19535.64356,3.26116003,0.022386997,186.8502801,8.46781583,0.002078921,321.7186861,14.96987708,0.058552689,7400.321608,6.04302347
,FALSE,sample9.d,2022/10/28 14:47,Sample,,47_6_Muscle,4.093772122,5717.575147,2.096057429,0,1200.449664,8.624215445,0.153276372,5600.357932,1.08712022,13.89514499,857367.3683,2.667479556,9.923806048,117077.967,1.570761327,0.022742619,694.2127103,9.529847599,1.023644925,9893.509989,8.105382046,0.021555298,264.1018975,17.43355274,0.002097631,491.5763094,14.03922143,0.102675857,4903.948691,1.32509956
,FALSE,sample10.d,2022/10/28 14:50,Sample,,47_7_Muscle,2.915247444,6012.074478,6.415830945,0,1110.493282,10.91516087,0.26502313,6231.862799,1.717645515,3.193902244,415535.934,1.030143578,15.55217096,107381.3347,1.22382738,0.011323432,1187.596467,11.35956282,0.258233441,3539.171225,7.33168981,0.018614001,212.0299712,20.86708942,0.002003969,378.5528836,5.384647326,0.118962982,4736.059266,1.591016195
,FALSE,sample11.d,2022/10/28 14:53,Sample,,47_8_Muscle,5.02592486,5777.479745,6.471023298,0,1194.770706,11.44630818,0.288253344,4238.507845,5.227162577,1.319979733,98568.94999,0.433357156,8.36406921,107548.2099,1.350145276,0.007247033,967.8666732,4.634340886,0.847364207,10274.79041,4.32786988,0.016932158,278.1346541,9.201015423,0.001797993,445.0980218,14.61783853,0.115796995,6823.628341,7.641336605
,FALSE,sample12.d,2022/10/28 14:57,Sample,,47_9_Muscle,4.385862972,6070.936503,6.871273665,0,1014.16861,11.52708691,0.307157953,5530.328349,2.035263856,18.54803018,442459.3093,0.493844688,13.36117119,94082.73754,0.321913676,0.031043174,1315.291492,14.1267069,0.627018393,16796.64185,4.335448817,0.019107991,275.2679335,16.21734463,0.001741751,362.6010691,22.45457264,0.057443545,8072.300217,3.978136312
,FALSE,sample13.d,2022/10/28 15:00,Sample,,47_10_Muscle,5.945938012,6099.207745,5.559722147,0,1201.477643,13.00713866,0.262023462,5364.083876,6.499782188,4.384204629,276918.636,1.546613799,9.162944268,123353.0921,1.493588733,0.02961388,1671.796752,11.54193666,0.679654323,19832.71195,2.19561066,0.020460063,263.2315433,18.65912409,0.00065546,357.0779409,7.447237018,0.06440424,7336.763085,5.055424739
,FALSE,sample14.d,2022/10/28 15:03,Sample,,47_11_Muscle,2.844799583,2784.316323,7.934611834,0,1271.43685,8.9284551,0.241135521,5868.934805,8.37212433,15.09267595,364811.0125,1.522225794,13.68724649,105196.9713,1.383521739,0.004208144,948.4396069,8.764604655,1.02357412,9164.445749,2.698950627,0.022147065,257.5708495,12.90825489,0.000730356,416.2666678,22.32909788,0.06772086,7438.126467,2.490536073
,FALSE,sample15.d,2022/10/28 15:07,Sample,,47_12_Muscle,5.28371022,7248.975668,8.923199796,0,1299.33518,1.55805012,0.296927021,5369.727639,5.481620765,15.91383425,764396.2742,1.576422721,15.97530797,95362.91632,0.733555707,0.030123043,1111.295114,14.72793772,0.646175982,18196.0038,8.800466425,0.019744546,266.0179393,12.12521718,0.000580565,298.0461744,6.701434195,0.05550185,6608.246583,7.026834978
,FALSE,sample16.d,2022/10/28 15:10,Sample,,47_13_Muscle,2.140843314,2469.394999,8.651167662,0,963.8653822,6.614313561,0.251893064,4296.536623,1.705909444,4.872533143,513413.0975,2.610394812,10.6773853,105535.4198,1.635151716,0.017410947,1523.514729,12.48299224,0.258573709,5677.406277,1.496829072,0.013478223,219.6652842,6.846353242,0.00101134,295.5133024,13.4232376,0.122598951,6704.990719,1.121696033
,FALSE,sample17.d,2022/10/28 15:15,Sample,,47_14_Muscle,2.70820085,5720.244661,7.087683856,0,1371.156423,12.92719196,0.196427009,5423.169548,4.93248455,18.78014635,756464.652,1.305920858,8.304568497,63068.11336,0.916931812,0.0047099,1231.503015,5.41830494,0.240490335,10660.50695,4.81183516,0.020460768,265.4897181,13.382298,0.000393243,308.1461303,16.22529206,0.080821328,5536.365441,1.237394178
,FALSE,sample18.d,2022/10/28 15:18,Sample,,47_15_Muscle,6.356431167,5729.901751,1.704871297,0,682.0673459,2.645513473,0.119948679,4747.905642,7.211139181,6.929254888,869150.8613,1.370857568,9.614860802,124673.229,0.257146299,0.01575677,1970.784356,9.271372649,1.134899416,16166.13753,5.853457496,0.011794717,215.6982034,18.30899996,0.000543089,386.2062069,21.46107146,0.098925739,6643.186616,2.304896341
,FALSE,sample19.d,2022/10/28 15:21,Sample,,49_1_Muscle,3.758949929,4566.245824,3.505352777,0,818.6175704,4.416119867,0.380891735,3045.478443,8.886384051,14.06053392,793342.1535,2.587235074,12.08882,108445.7825,1.209295711,0.009173169,1726.002046,14.29749425,0.547418037,9678.24055,7.949914066,0.017190458,268.7004562,12.45179312,0.001011283,456.1658883,24.50685487,0.140689295,4128.520111,3.299976773
,FALSE,sample20.d,2022/10/28 15:26,Sample,,49_2_Muscle,3.631912845,3786.536266,2.620159114,0,1439.389227,8.485584963,0.080202698,5851.848588,4.959160181,14.46851095,495057.9393,2.507170032,9.748831382,87247.47889,0.097482105,0.032530118,760.7574436,4.829387977,1.851410228,5501.706893,8.566168704,0.0124892,246.1045755,6.036642749,0.000917678,481.1412824,15.47099842,0.088337106,5982.904464,7.507011342
,FALSE,sample21.d,2022/10/28 15:29,Sample,,49_3_Muscle,4.355821477,6268.760083,1.565885159,0,917.7438736,11.91447885,0.28183056,5515.928834,1.945033245,16.27555122,612867.2385,0.97015596,8.202897676,107782.5413,0.313739372,0.025050068,909.0261814,13.47061419,1.429116995,3411.303293,1.663830964,0.020519947,283.9512108,6.257306513,<0.000,322.4279348,24.11692827,0.081136291,6029.820417,7.249546534
,FALSE,sample22.d,2022/10/28 15:33,Sample,,49_4_Muscle,6.231312023,4724.642991,8.323441833,0,643.0484283,12.25915031,0.282789265,4201.153478,8.685384208,17.61277418,607136.2094,0.810138849,8.69315631,60897.98881,1.873749942,0.024752611,1220.825339,8.806977474,1.821464365,8707.922105,4.495768872,0.022558455,177.3496671,16.2454646,0.000880259,465.6275975,22.6230635,0.164237418,6872.575586,6.750447726
,FALSE,sample23.d,2022/10/28 15:36,Sample,,49_5_Muscle,3.595699783,5732.732553,2.887297227,0,611.6016229,11.29556096,0.403822598,6387.062732,1.330288368,16.13341724,604259.5136,1.755179114,15.68867307,79121.60667,1.039283147,0.018231162,932.3405721,6.824573991,0.303964343,14425.73426,6.944521105,0.012344672,184.1553605,12.69037444,0.001311033,422.897008,12.20177564,0.153115544,8081.526719,7.514422529
,FALSE,sample24.d,2022/10/28 15:40,Sample,,49_6_Muscle,4.174870587,4999.3104,6.078840423,0,753.0694928,6.379236788,0.240484913,2364.714263,9.255525809,7.15626776,240519.0272,1.013415503,12.17232341,75798.5849,1.504592494,0.021612677,1780.212915,5.951025734,0.378896845,18515.15828,9.2366278,0.012275618,254.7335231,5.986666847,0.001086235,295.0610415,11.85565788,0.114967962,5336.246052,1.47663384
,FALSE,sample25.d,2022/10/28 15:44,Sample,,49_7_Muscle,4.530281458,6072.189227,1.74079176,0,511.2645677,6.308922413,0.197593403,7292.908572,2.067123609,8.167357717,210832.79,2.404863174,15.95108409,110042.3153,1.667176523,0.024844947,1033.744332,9.642896752,0.828318612,3705.238494,4.732483592,0.011545985,276.7813851,4.93348108,0.000636751,429.3456785,19.37410143,0.126734647,6073.245347,7.246455907
,FALSE,sample26.d,2022/10/28 15:48,Sample,,49_8_Muscle,3.371628434,7115.068729,2.767265077,0,1136.385083,9.684599811,0.319672606,3592.637337,7.96676895,4.25434513,843830.7667,1.728563048,15.6982087,70460.32189,0.090240779,0.025832076,1688.260387,4.352148948,0.532082247,12059.16596,7.359836162,0.022637569,167.7290925,10.73221275,0.088337106,491.397767,19.15491603,0.123509797,5801.77013,7.055196609
,FALSE,sample27.d,2022/10/28 15:51,Sample,,49_9_Muscle,4.068767383,6542.025563,8.067507285,0,777.5043517,10.43952873,0.304761087,2599.443208,2.571418216,12.7805598,558254.6142,0.647358877,14.12794335,69056.7957,0.782280763,0.016965422,1759.513277,2.484699477,0.705436657,14503.17834,10.51695112,0.015433834,220.8747719,6.45765411,0.081136291,456.4869936,19.28181296,0.103842021,7878.604797,6.715311748
,FALSE,sample28.d,2022/10/28 15:55,Sample,,49_10_Muscle,5.455516794,4541.524154,1.58623802,0,1303.255965,3.810390325,0.40960787,6459.86973,6.654934724,4.305778376,222823.075,1.439499565,8.720872445,95304.33532,0.783389722,0.006702986,895.5959813,6.961492923,1.391552953,4024.764832,1.583356894,0.013690457,222.6979804,14.40176024,0.164237418,431.8632236,12.14477157,0.069068095,5758.184051,2.970819946
,FALSE,sample29.d,2022/10/28 15:59,Sample,,49_11_Muscle,5.24408995,6586.403856,4.54007668,0,531.4628464,3.659202841,0.177824814,5854.569231,7.408995865,2.405651806,679637.2514,1.260055959,15.9597632,98216.63234,1.556475924,0.015845005,1045.791209,12.28684667,1.37533038,8267.270931,3.887235481,0.012823698,171.4331236,7.189186443,0.153115544,468.5316484,14.83220979,0.062820699,5574.980259,5.717050967
,FALSE,sample30.d,2022/10/28 16:03,Sample,,49_12_Muscle,3.510944391,4950.436502,7.422761403,0,1414.693845,4.663450041,0.413380487,2341.102739,3.090431404,8.874297265,861529.8824,2.665544286,9.999960143,101364.4796,2.090256069,0.007057587,1320.255742,12.45853704,1.243040201,8743.768515,2.420903754,0.022148346,207.7457446,16.67624993,0,390.3535285,13.91176156,0.101381166,4852.002621,1.155188444
,FALSE,sample31.d,2022/10/28 16:06,Sample,,49_13_Muscle,6.407354427,4770.765193,7.803054018,0,556.911074,8.954271062,0.413373827,2996.381009,6.881198432,6.681694552,159433.0704,1.940823035,15.82133837,67678.72431,0.67890379,0.012467202,1075.268952,6.533048117,1.296397424,15641.11152,4.641804405,0.01986989,249.4775427,6.105031835,0,365.3799658,18.32612408,0.155889411,6089.593483,5.193439489
,FALSE,sample32.d,2022/10/28 16:10,Sample,,49_14_Muscle,5.996608354,6066.789562,7.811150793,0,1069.204412,7.636627718,0.177037487,5225.886308,2.071166366,2.683342122,309082.0031,2.465959782,16.50914378,116290.8593,2.001665674,0.033005363,586.8009233,10.40588469,1.455776959,15603.73159,2.052523299,0.021706901,186.5459441,12.11228122,0.000393243,343.8642892,17.89532887,0.144052542,7428.920562,4.487698266
,FALSE,sample33.d,2022/10/28 16:14,Sample,,49_15_Muscle,3.095290061,6991.097003,3.309778713,0,1270.48912,3.492421803,0.356355012,4102.714695,2.138911737,18.69902435,265836.5953,0.482028649,11.858261,65678.88111,0.45784944,0.023561655,1820.969949,13.0184726,1.083645773,10307.4646,3.067823657,0.020555324,216.6703328,10.75246443,0.000543089,492.0205663,18.9382956,0.059641211,6557.204899,6.326174538
,FALSE,sample34.d,2022/10/28 16:18,Sample,,47_1_Liver,27.71336709,17930.3132,3.111264229,0.153279939,9045.550249,0.407426793,0.668041024,11762.83693,12.22956095,77.86556149,2153157.95,0.689733254,38.22553338,142169.1981,0.440102994,0.323097279,25413.24577,4.046747151,38.54239835,536073.7566,1.633302936,0.402308997,5827.790709,15.57017441,0.006634107,2842.767766,14.96268386,0.118219242,6730.507531,5.895454308
,FALSE,sample35.d,2022/10/28 16:21,Sample,,47_2_Liver,27.51555254,24521.25033,2.896186613,0.088385438,10255.11996,0.870517472,0.62913743,10669.55022,6.011294537,32.02472852,3183268.615,1.391033561,43.14362088,248397.0466,1.036936045,0.403230153,23665.92348,3.959550186,50.43008551,588153.0879,0.512519545,0.494002888,7171.412317,9.29758292,0.03232119,2153.889119,11.14440301,0.118159989,6835.745536,3.443918317
,FALSE,sample36.d,2022/10/28 16:25,Sample,,47_3_Liver,32.90317799,34123.86886,1.944829682,0.133274208,16189.49986,3.922244603,0.864125307,10468.41799,13.02384958,56.97639867,1226669.532,1.638871123,21.87200681,154294.4739,0.884865948,0.457426066,20366.82168,2.249852675,53.0486131,393080.6375,0.643724901,0.378581802,4221.292068,4.712380477,0.043545599,1371.562643,4.832096717,0.116424652,6748.465289,3.876072057
,FALSE,sample37.d,2022/10/28 16:29,Sample,,47_4_Liver,22.92631129,28289.37922,1.008181858,0.165539242,15199.26823,0.940790676,0.705462216,13092.65088,6.354700687,26.73183558,1943264.638,1.771727079,27.97310752,186030.9657,1.291961683,0.481209293,19070.47859,1.918553948,57.27781872,581508.1944,0.872239916,0.340055556,6538.529116,12.40816531,0.041832608,1918.738143,4.81271434,0.118386243,6163.998751,3.770027723
,FALSE,sample38.d,2022/10/28 16:33,Sample,,47_5_Liver,34.004905,23110.21012,1.938709272,0.115182552,16173.59825,2.146015815,0.654984269,13484.2995,13.2594135,53.35574977,2788604.471,1.164053936,39.29044866,167116.4458,0.917130709,0.318243058,15722.93178,3.057531363,40.20044458,487542.8648,1.267359965,0.294054341,7422.122687,4.427137143,0.004276762,2985.920003,9.456035702,0.131713341,7482.040364,6.952259314
,FALSE,sample39.d,2022/10/28 16:36,Sample,,47_6_Liver,23.90274386,23254.40583,2.0641467,0.070586092,12992.93697,2.462108641,0.603479632,14779.6647,14.02182452,50.3556563,1496883.167,1.397635678,28.82064858,288536.8347,0.583101073,0.477310928,22434.78351,2.608733091,61.39072636,433848.1752,1.851796079,0.428602852,7226.938963,3.969236056,0.00821684,2228.321692,8.204493453,0.097456428,7790.072071,4.624165273
,FALSE,sample40.d,2022/10/28 16:40,Sample,,47_7_Liver,25.34294618,27484.39417,2.582538917,0.094023773,7364.960806,3.575811495,0.778998136,9408.069867,2.016926763,72.18173427,2394879.517,0.438958395,19.42266674,323354.6953,0.958767173,0.468871344,16208.94939,2.615558267,49.38967169,454571.7012,1.867461653,0.581954348,3728.024635,7.727524422,0.029696966,752.0694466,7.355392654,0.09787742,6465.560244,6.758288472
,FALSE,sample41.d,2022/10/28 16:44,Sample,,47_8_Liver,20.96618226,21528.78689,3.072930854,0.138986142,11676.98933,2.069957395,0.832653731,9140.544122,9.097673883,45.19714645,2416064.171,1.631636549,38.95523118,240986.8729,1.354237915,0.444409051,23175.31783,1.185531952,38.96324608,598381.7262,1.979163373,0.142613739,5151.354743,6.359788367,0.003749758,2858.582957,14.43537165,0.142535992,7574.094405,5.110931411
,FALSE,sample42.d,2022/10/28 16:48,Sample,,47_9_Liver,32.61396549,20447.52531,0.325705925,0.125269126,16134.77354,4.030194095,0.640321915,11960.15811,3.29226084,64.13464382,2118892.608,0.926442606,25.9196604,299336.011,0.923964513,0.32950554,15677.61594,4.078533152,44.99645556,410744.0475,0.75782114,0.48950043,1999.521478,12.20672426,0.036125227,1382.54322,12.77604501,0.105828681,6195.152187,3.958566474
,FALSE,sample43.d,2022/10/28 16:51,Sample,,47_10_Liver,30.63820427,28344.75096,2.062803885,0.187271903,13214.29009,1.631990798,0.547708193,12145.78881,4.707226369,61.43749104,2505770.795,1.669400073,39.88101537,258470.1548,1.466824748,0.461511038,18666.09996,1.508398688,44.44447503,446038.7559,1.952053468,0.356381517,2904.587064,17.64134252,0.004998582,2929.278031,4.805258088,0.117183131,7255.396629,3.298240795
,FALSE,sample44.d,2022/10/28 16:55,Sample,,47_11_Liver,20.54638476,32657.96228,0.473390204,0.138533752,9483.60997,0.778479172,0.623614436,12729.807,10.18241651,73.35086674,2517150.457,0.381289927,37.39857311,255604.2287,0.96501926,0.450448909,22978.25761,1.349635196,47.09610239,467313.2245,2.196330125,0.323138577,2658.890247,14.34965677,0.018465773,2636.834496,4.789749338,0.11508027,7192.890766,7.05928704
,FALSE,sample45.d,2022/10/28 16:59,Sample,,47_12_Liver,24.39998946,25382.27102,2.967593731,0.138990371,14076.71756,3.267425534,0.670234355,14202.00389,12.10498843,35.41606038,3255312.56,1.479790772,30.70427812,246438.0564,1.340050103,0.314527223,17177.98866,2.003520093,44.67523272,419052.2219,1.059215654,0.231437911,1602.675189,12.87450908,0.005785658,1676.895642,8.837624712,0.103013578,7500.434686,1.656863227
,FALSE,sample46.d,2022/10/28 17:03,Sample,,47_13_Liver,26.27631916,32767.67791,0.29113625,0.170350446,12429.14208,3.036138456,0.778997568,12558.31834,0.755194375,31.52232561,1518353.545,0.838536439,43.45435625,316466.799,1.00227413,0.442249114,22344.27851,1.665462611,53.79692355,421725.7208,2.237593973,0.272962618,5544.368087,6.90830071,0.010390872,2323.50185,9.72624466,0.121846476,7725.458351,5.947707412
,FALSE,sample47.d,2022/10/28 17:06,Sample,,47_14_Liver,21.80654579,22971.45081,1.410239402,0.062422481,9975.378074,1.819823154,0.542165351,12247.75991,2.023702732,45.24450721,3143865.52,1.363835315,27.93019086,337631.1596,0.582537696,0.305449383,23645.88691,2.406536353,40.80974927,587177.3461,1.172048361,0.227540863,913.1803588,14.42792083,0.03327683,1145.942496,13.93925723,0.129625882,7028.192431,6.930477372
,FALSE,sample48.d,2022/10/28 17:10,Sample,,47_15_Liver,20.1402897,25966.4244,3.209629469,0.136167235,8744.244985,3.981749284,0.481168308,12323.82903,10.41097482,59.82355905,3254113.344,1.758514766,19.55887836,165296.4026,0.834783883,0.381417116,26125.40845,3.225119199,55.81219498,382711.0689,1.88930406,0.383404889,5425.305291,8.973970642,0.010184027,2003.573593,4.466380163,0.12657511,6452.687517,5.900998166
,FALSE,sample49.d,2022/10/28 17:14,Sample,,49_1_Liver,27.54927348,21643.12078,0.965417457,0.176679401,16316.44169,0.572288701,0.597395135,10677.68355,7.620377692,66.95969935,2156974.87,1.194130161,39.82100493,315550.0628,1.262175638,0.396853769,19231.72571,1.88464327,52.78378607,573349.0897,1.434990156,0.484366189,6846.876729,16.88854845,0.01433398,1343.065779,7.905916545,0.118327499,5754.916564,2.813426986
,FALSE,sample50.d,2022/10/28 17:18,Sample,,49_2_Liver,33.55359918,33912.33211,1.102679078,0.05426392,13831.38795,2.765068241,0.590805133,8554.674085,16.7702038,66.33878693,2046489.967,1.682758857,22.47197139,292206.8977,0.748842338,0.323958258,24531.72305,1.73330091,57.43944258,490699.6127,1.442720606,0.138695272,602.2415685,4.864652422,0.014993302,1318.180518,14.91497421,0.136133087,5847.53267,5.184797356
