Sample,,,,,,,Metal_A  [ He ] ,,,Metal_B  [ He ] ,,,Metal_C  [ He ] ,,,Metal_D  [ He ] ,,,Metal_E  [ He ] ,,,Metal_F [ He ] ,,,Metal_G  [ He ] ,,,Metal_H [ He ] ,,,Metal_I  [ He ] ,,,Metal_J  [ He ] ,,
,FALSE,50.d,2020/11/4 12:25,CalStd,10,50,50.46804369,49051.36,1.435968928,49.6871052,3048829.57,1.398981002,49.81704149,798282.41,0.63396545,49.41938711,2085421.443,1.39511085,49.82342264,373792.3067,0.348594189,49.38416385,2617842.253,2.614553467,49.82639688,456528.7867,0.860343424,0.147238347,1532.336667,6.238721338,49.77928353,2966900.963,0.821503589,49.62218591,2045925.437,3.417301459
,FALSE,blk1.d,2020/11/4 12:27,Sample,,wash1,<0.000,1081.17,5.989581102,<0.000,1230.07,6.475581324,0.033939839,1260.073333,1.652019723,0.219483023,18682.56667,1.119556384,0.655223342,8950.3,0.950140591,0.299997882,16298.18667,1.18449283,0.000606487,22.22333333,43.28178559,0.092720476,978.9466667,0.856595661,0.006320649,647.8066667,13.08278958,<0.000,1549.01,7.047775512
,FALSE,blk2.d,2020/11/4 12:30,Sample,,wash2,<0.000,975.6033333,6.52167713,<0.000,1077.833333,2.172833581,0.029011846,1181.176667,6.734055431,0.212096153,18372.26667,1.867850702,0.637990399,8822.426667,3.577062031,0.124030307,6971.606667,7.217103559,0,16.66666667,72.13044018,0.068308494,731.15,8.47217397,0.000969478,328.9,2.551003434,<0.000,1378.983333,3.281857376
,FALSE,blk3.d,2020/11/4 12:33,Sample,,wash3,<0.000,1000.05,4.910343959,<0.000,1014.5,5.472452657,0.031649381,1223.403333,3.563397585,0.223006486,18830.57667,2.08412579,0.62421195,8720.186667,4.388586711,0.074475541,4345.12,1.351900206,0.000121152,17.77666667,75.79201202,0.065680739,704.4766667,9.251928488,<0.000,183.3366667,23.63684302,<0.000,1412.32,11.37996504
,FALSE,sample1.d,2020/11/4 12:36,Sample,,wash4,<0.000,1021.166667,3.17088091,<0.000,992.2766667,7.097206893,0.025194624,1120.063333,4.091841155,0.224039013,18873.95,1.898606473,0.609679263,8612.35,3.899843458,0.051283704,3115.913333,4.776276852,0.00121261,27.77666667,34.62854489,0.052435239,570.0266667,6.512278113,<0.000,151.1133333,20.96749028,<0.000,1426.77,5.8973542
,FALSE,sample3.d,2020/11/4 12:39,Sample,,Blank control_Batch2021,4.302246935,7771.86333,3.2931681,0.015739766,4461.793333,2.3927668,0.798874381,13506.59667,0.4726831,0.475967683,29456.71,2.559722,1.000577145,11512.92333,2.6979086,0.207451033,11393.04667,1.9977017,0.002182917,36.66666667,24.043695,2.842924846,28895.21667,12.113798,0.084829706,5326.606667,9.9227666,<0.000,5356.616667,0.97692677
,FALSE,sample2.d,2020/11/4 12:42,Sample,,26-1_stomach,2802.969756,1836773.147,1.927358184,0.509906347,128305.2207,2.58020478,384.0311629,1943723.696,2.5577423,28.41255274,508046.4012,1.37110003,24.08771712,189916.6884,1.240762927,0.087629555,1411.503807,0.305743446,2.225414779,11745.7196,3.019967451,0.273082838,1021.123057,6.550978188,0.007135905,863.1507858,13.12182859,0.133900696,5560.101518,6.909528321
,FALSE,sample4.d,2020/11/4 12:46,Sample,,26-2_stomach,241.0542018,426677.5414,3.543292401,0.096351146,100835.186,8.275063989,69.95615637,6733340.836,2.297184383,6.51503163,1204615.754,0.994902445,28.32692093,156566.1391,0.95541549,0.020704156,2471.780475,9.034460156,3.8597436,12118.69847,3.401685389,0.217520178,1862.657508,5.410857397,0.007393085,687.645566,13.80479955,0.108699313,5816.821945,6.401686886
,FALSE,sample5.d,2020/11/4 12:49,Sample,,26-3_stomach,2307.689788,1858844.406,3.509055029,1.011515894,75542.86255,10.53128517,557.202032,6195729.908,4.718797856,19.75790644,1233751.888,1.645487477,29.58990319,231841.6285,0.738763266,0.054474946,3628.920999,5.604445938,4.432443867,15955.59589,3.837958444,0.1342321,984.3634842,4.994767904,0.006793917,996.1344268,3.119113186,0.105295496,4815.30041,3.044865384
,FALSE,sample6.d,2020/11/4 12:53,Sample,,26-4_stomach,2420.750369,50501.16983,0.929953983,0.5884519,51784.92018,8.414881701,431.2036362,7458383.021,2.029943981,24.99059402,314558.4411,1.688175815,34.09177939,171679.1902,0.341849397,0.022635452,2318.264211,5.22089747,1.48976473,26525.63618,3.104881307,0.088614568,3215.905704,13.52721641,0.007710899,907.3559809,16.31646795,0.06340074,6012.259119,0.363672781
,FALSE,sample7.d,2020/11/4 12:56,Sample,,26-5_stomach,2502.327287,1097201.496,0.8569293,1.263201754,114232.1775,8.076152668,230.231125,1164143.241,1.395788787,16.47885836,420232.4837,1.281117488,31.57989749,196366.7556,0.251055286,0.066412605,2683.649347,3.358623958,2.837370081,24265.57146,3.084062284,0.171190258,1482.239725,4.162263395,0.010992611,1018.688782,14.35211097,0.059531375,3726.249781,4.99229912
,FALSE,sample8.d,2020/11/4 12:59,Sample,,26-6_stomach,1406.136977,678139,4.546330263,1.802417353,20738.56407,3.856472017,365.695389,3458316.511,4.469855043,28.65899817,1399447.928,0.658480769,30.25358584,189611.195,1.498057404,0.063866126,3614.12174,11.01859935,2.625245742,9146.414631,3.119615247,0.063169955,3256.259566,16.301268,0.005321594,1029.839253,3.974186117,0.105921324,3764.266993,3.977778624
,FALSE,sample9.d,2020/11/4 13:02,Sample,,26-7_stomach,2744.980917,783712.6285,3.194494768,0.050772011,73976.10957,4.671934783,76.30931767,5103308.261,3.933432753,14.82775736,502020.2388,1.338884739,28.27187654,248126.1391,0.467379726,0.035718443,3259.429391,1.216789119,3.290700682,16771.6157,3.957096345,0.147770768,3149.833418,16.94637401,0.006806864,972.5541381,7.76664562,0.124676375,4223.462428,2.121976149
,FALSE,sample10.d,2020/11/4 13:06,Sample,,26-8_stomach,2460.296016,1172656.942,4.422350871,2.19435285,90548.44021,3.422663789,294.50812,4545099.757,4.960338724,23.57688149,1094751.362,1.558892086,27.72544242,189210.0096,1.015923697,0.08283258,3396.579519,8.196023496,2.289882418,19115.48095,0.93928011,0.128564026,2801.549943,1.695855874,0.008306144,643.7329581,6.861680992,0.096638548,3853.448819,3.491017608
,FALSE,sample11.d,2020/11/4 13:09,Sample,,26-9_stomach,701.5978944,810371.7787,1.406346473,0.788068051,85999.58736,4.823825225,178.7663401,1335813.055,5.379262273,24.07664336,1503075.7,0.853098333,33.23561358,220712.1635,1.648749144,0.086869703,3010.537556,5.185467643,0.70418553,15127.43252,3.460039399,0.234786113,1556.066481,21.54020781,0.002665716,977.5806446,9.89013457,0.057343274,5576.897707,1.780638927
,FALSE,sample12.d,2020/11/4 13:12,Sample,,26-10_stomach,2297.440874,1325954.186,1.544502657,2.040907636,87297.54133,4.664969079,10.36502268,3123820.399,1.804967909,32.67947077,606913.4412,0.97873882,29.59519098,152543.7074,0.740052185,0.03101117,3237.361786,0.912306101,0.743388046,27719.59926,0.746309526,0.103213463,2638.229715,12.31442307,0.007188841,887.9993732,12.43843627,0.04372466,4586.005844,0.958658904
,FALSE,sample13.d,2020/11/4 13:16,Sample,,26-11_stomach,358.5599892,193367.9354,4.050911439,1.867619799,7159.788655,1.480543166,489.3033192,2378764.018,5.466079143,19.61929213,948849.8976,1.312005419,30.81856085,143952.9147,1.213671541,0.023118675,2109.156679,5.354244756,0.341343347,21783.39426,3.500450412,0.185446304,2619.906018,21.5444166,0.01203435,923.8817435,3.721659473,0.134879849,6195.103854,6.460726504
,FALSE,sample14.d,2020/11/4 13:19,Sample,,26-12_stomach,1991.355292,838678.925,2.897735128,1.311125644,79054.57303,1.275566233,467.0107561,2528882.821,3.581914129,18.13253141,700226.1237,1.38672931,36.66612628,171728.0951,1.553606565,0.049980877,1424.126354,6.627218401,2.307822336,4079.174342,2.343242366,0.180690911,1715.263465,3.120201332,0.007096832,556.007043,13.12363113,0.061046096,5861.50839,1.43440771
,FALSE,sample15.d,2020/11/4 13:22,Sample,,26-13_stomach,2832.252619,2143810.772,1.372256996,2.069673814,9085.864319,9.489114716,215.0975437,5055179.7,1.232320842,22.6187368,1246431.367,0.678369411,37.2863913,197653.6698,0.302150191,0.070667277,2252.115122,6.613044727,1.35085172,32005.21341,3.400081291,0.242233443,2456.02863,21.80892422,0.002795357,954.2439608,11.03076711,0.071110831,3254.491628,3.128144326
,FALSE,sample16.d,2020/11/4 13:26,Sample,,26-14_stomach,199.1157361,1962926.939,3.675948781,0.887726366,40708.01256,10.07742929,322.6302339,5719666.688,5.777221823,31.07220022,1020761.978,1.426106598,37.10420593,161962.7666,0.442783463,0.062734539,2516.16994,8.566521313,1.455009129,22802.85505,2.266396388,0.228963146,2726.285978,9.856507713,0.007819281,1018.784135,12.91893579,0.120531119,5736.260826,5.530921742
,FALSE,sample17.d,2020/11/4 13:29,Sample,,26-15_stomach,2553.552334,883738.9066,1.658802738,1.747353011,40827.94372,3.442287177,50.36389722,2331281.282,2.295672875,34.69756763,739085.9604,1.005832834,29.88156051,260014.5985,1.286705279,0.077926437,1818.768065,0.910301864,1.871178656,31584.27121,3.280028974,0.209188222,1302.211861,10.19950822,0.005950372,1006.878186,8.794639472,0.10112683,5665.122554,3.980183539
,FALSE,sample18.d,2020/11/4 13:32,Sample,,28-1_stomach,2503.999644,1823995.055,3.294897296,0.513268721,79350.07563,5.802386399,144.140888,2228340.733,1.97805846,31.72183765,1088885.754,1.076258223,32.08532529,218925.5109,0.347202132,0.078096603,3393.387103,3.963167954,0.943168699,28379.50759,3.576690475,0.113990822,3223.002204,7.990519598,0.003125056,434.7014414,16.97935759,0.079231359,5517.743823,2.875956224
,FALSE,sample19.d,2020/11/4 13:36,Sample,,28-2_stomach,1971.191792,1865511.848,0.877758923,1.759753201,48656.16815,6.901074029,160.6629949,2749775.352,4.560156391,4.901620882,1366512.822,1.174315557,36.04007736,167667.185,1.361368225,0.044674736,2302.431631,9.642732794,2.76565428,25229.93241,3.017078489,0.192824762,3492.588255,3.160935589,0.010066279,884.1392348,15.89750337,0.040048443,5077.806676,2.871734551
,FALSE,sample20.d,2020/11/4 13:41,Sample,,28-3_stomach,1654.714957,684821.4408,0.862795713,0.148971045,132141.3444,4.563970675,309.7689915,4427942.923,1.285941786,17.90138637,977134.0331,1.071083608,36.41596195,228269.1966,0.280639833,0.040361007,1323.465717,5.95568538,4.139996915,17295.36429,3.655101438,0.041776519,434.9794912,5.520431725,0.011551981,605.1243872,12.38264862,0.11778429,3720.05795,0.388351732
,FALSE,sample22.d,2020/11/4 13:48,Sample,,28-4_stomach,2330.646415,102743.452,3.866932315,0.833798498,71060.40041,2.711201189,262.2500119,3185084.981,2.281459183,5.481773398,1452088.715,1.093409366,24.73525401,242804.5448,0.383649146,0.069144357,1425.868243,7.482350665,1.494940244,5458.63915,1.960062699,0.051728478,3656.257409,10.63296728,0.006163784,521.5490415,12.16957309,0.039410333,5910.558805,4.198650504
,FALSE,sample23.d,2020/11/4 13:51,Sample,,28-5_stomach,2869.47991,1093535.26,4.327824985,1.673472826,119696.3219,6.945653394,323.9490053,7032412.13,1.788655117,41.42924762,766105.6593,1.307134597,34.0179609,242856.5692,0.46747501,0.083224438,3902.866768,9.427708278,3.100504163,23147.34707,3.577550897,0.150245924,1918.885635,2.64174934,0.006733278,799.7305067,15.42540054,0.117516433,4748.706047,1.555936189
,FALSE,sample24.d,2020/11/4 13:55,Sample,,28-6_stomach,1122.434004,1534172.113,2.716173639,0.540330861,9216.708927,10.53719472,428.1206277,5118148.193,5.526994195,5.322060256,1266777.048,0.646323569,25.26833905,149666.6523,1.123821239,0.064535292,1644.864915,3.489038586,0.488080823,3400.461877,3.827707536,0.027026992,3564.376484,11.59292256,0.007811295,406.838025,10.67103691,0.049611748,6674.332164,6.655642049
,FALSE,sample25.d,2020/11/4 13:59,Sample,,28-7_stomach,384.0937388,320748.3218,1.094148101,0.655058936,66381.10049,0.900925371,569.3177994,3776606.258,2.124753445,36.35493518,1454657.796,1.348930699,28.21323776,191873.4548,0.308097236,0.050008116,2356.168628,6.117789266,1.969091279,22793.69024,4.105607975,0.16926353,3465.158673,5.500203199,0.007628279,467.7176664,15.96866775,0.134429485,3223.137694,6.795541026
,FALSE,sample26.d,2020/11/4 14:02,Sample,,28-8_stomach,1240.1645,651415.566,1.609012198,1.169554611,103292.8182,3.904810747,566.173918,2215364.166,2.212734544,13.70265701,1035804.771,1.197119097,31.3508086,174656.4976,1.321802801,0.064924086,1448.287546,5.39084486,2.028110984,6977.401253,4.052879044,0.248645364,1484.13764,8.545483949,0.009715348,718.1278228,5.004771111,0.085889323,3458.635888,1.415319441
,FALSE,sample27.d,2020/11/4 14:06,Sample,,28-9_stomach,731.3086784,783706.3383,3.589372498,2.155951372,89721.60202,5.274302533,116.6648793,3877600.435,2.325836,28.75862615,694531.2862,1.246198576,35.3362957,216784.939,0.51861805,0.056186967,1761.538645,3.014919428,1.420897736,3009.164713,2.720953113,0.185048214,1622.602216,2.233132431,0.001276226,637.261721,15.20378756,0.108102192,6033.35478,3.869328658
,FALSE,sample28.d,2020/11/4 14:10,Sample,,28-10_stomach,473.8386019,338429.4641,0.909179268,0.070033585,127387.1147,11.49396472,196.9402749,1192814.945,5.091773789,15.50129347,704252.7763,1.354571709,22.33384184,210580.7807,1.473513122,0.087783981,2350.987922,0.741492121,3.479215128,29631.30763,3.209732985,0.046973261,2134.358193,6.905419809,0.003701793,945.6053903,9.474140665,0.070274224,5640.023818,6.644806905
,FALSE,sample29.d,2020/11/4 14:13,Sample,,28-11_stomach,1603.038443,2096476.811,2.468219821,0.770368448,107983.1797,6.136258672,260.0848327,4349532.316,5.711829869,40.96779755,1046599.175,1.070952925,29.66531978,152529.3265,0.834618831,0.086270894,2548.030922,1.269021867,1.318751165,4102.443836,4.007045041,0.02808151,2651.135669,10.03103068,0.001984704,515.2169639,2.246435052,0.104071756,3406.82093,7.292401651
,FALSE,sample30.d,2020/11/4 14:17,Sample,,28-12_stomach,2309.796492,1857420.816,2.864715749,1.403288415,83381.64379,5.413657571,52.47276564,370197.9186,2.247074131,30.59984354,985377.3264,1.73678255,34.23632709,177705.6876,0.811038816,0.079668575,4177.855802,1.72577772,3.164738478,32539.76252,2.083795725,0.054844276,2441.546471,10.21127164,0.001031217,714.6357751,16.90574707,0.102919534,6707.132624,5.890904212
,FALSE,sample31.d,2020/11/4 14:21,Sample,,28-13_stomach,2216.270467,762969.1733,4.081630465,1.930133437,98036.58617,6.225403352,125.4377407,3221057.023,3.084473396,36.67333826,1221226.595,1.41353554,25.08819768,200295.913,1.156006347,0.076947888,1622.535111,11.13666192,3.160153123,17769.48466,4.346296212,0.084820315,1249.095345,7.67101906,0.00675275,725.565408,3.519484223,0.096243266,4672.743075,6.59003134
,FALSE,sample32.d,2020/11/4 14:24,Sample,,28-14_stomach,1582.704477,1562045.065,4.423482845,2.58229365,92628.35952,10.17885861,199.0553787,6417146.702,4.478009148,22.37473084,703161.6986,0.545599312,31.30646581,188735.764,0.712383091,0.051613515,1536.97598,9.681637607,2.528256509,28492.07826,2.829659895,0.127974669,2795.668881,11.16535621,0.009377772,572.4294051,7.112161734,0.117895981,4079.19361,5.659427849
,FALSE,sample33.d,2020/11/4 14:28,Sample,,28-15_stomach,1513.037284,1521071.602,2.970343714,0.170440914,72290.05996,8.160674176,35.45245761,155327.4648,1.562380367,32.46138097,747493.1272,0.817348589,23.90675124,167002.0126,1.013811433,0.035465915,1979.793845,4.11561405,1.461547939,5533.022427,1.964477368,0.139106819,1561.568734,6.320547349,0.001319141,709.7310143,14.71144374,0.052485352,3997.660729,5.748275309
