Sample,,,,,,,Metal_A  [ He ] ,,,Metal_B  [ He ] ,,,Metal_C  [ He ] ,,,Metal_D  [ He ] ,,,Metal_E  [ He ] ,,,Metal_F [ He ] ,,,Metal_G  [ He ] ,,,Metal_H [ He ] ,,,Metal_I  [ He ] ,,,Metal_J  [ He ] ,,
,FALSE,blk2.d,2021/11/4 12:30,Sample,,wash2,0.067355464,1394.536667,1.810795876,<0.000,1520.096667,3.880322359,0.00629193,413.3466667,6.60166618,<0.000,1889.04,4.416743489,0.031487263,1448.983333,4.391058062,0.150155081,7566.333333,2.241210128,<0.000,11.11,17.30491806,0.032912889,200.01,4.999750012,<0.000,263.3433333,4.563464746,<0.000,538.91,6.317959304
,FALSE,blk3.d,2021/11/4 12:33,Sample,,wash3,0.097419907,1422.313333,4.788214105,<0.000,1526.766667,4.738822783,0.006649489,418.9033333,5.644664421,<0.000,1837.913333,5.508726204,0.02118477,1370.086667,2.575237354,0.092239154,4679.656667,2.378595829,0.000255947,18.88666667,26.96142686,0.028494464,177.7833333,7.097753341,<0.000,227.7866667,30.00256489,<0.000,504.4666667,1.375225136
,FALSE,blk4.d,2021/11/4 12:36,Sample,,wash4,0.138311591,1460.093333,7.527823535,<0.000,1517.886667,3.838131957,0.006292144,413.35,7.693424183,<0.000,1777.92,4.685094776,0.039903715,1513.436667,7.411288455,0.063474499,3245.953333,4.340147896,3.84305E-07,16.67,103.902268,0.02275144,148.8933333,10.57947372,<0.000,166.67,5.291775116,<0.000,438.91,4.183131499
,FALSE,sample1.d,2021/11/4 12:39,Sample,,Blank control_Batch2,0.515976988,1809.02,1.047632922,<0.000,3293.72,2.197033443,0.0375388,898.94,9.333050993,<0.000,3826.06,3.24220542,0.08967552,1894.59,1.634938374,0.23232907,11662.09333,1.577677207,0.000384305,20,33.35,1.457502257,7366.336667,6.361549444,0.186218218,11006.36667,8.432029538,0.135637736,6026.866667,0.978127391
,FALSE,sample2.d,2021/11/4 12:42,Sample,,60-1_inksac,31.88909992,9085.628059,2.060034907,0.007274684,3079.639963,1.999397845,0.768691234,34159.76943,1.444838012,14.73033702,1638405.779,1.851112998,17.98896254,181388.2013,2.388479049,0.025841284,1309.037095,10.65927296,13.12586518,77189.30865,3.552432055,0.018168717,173.9704915,15.09068408,0.000520337,367.6953839,19.66665814,0.146423899,7030.232242,1.433472364
,FALSE,sample3.d,2021/11/4 12:46,Sample,,60-2_inksac,12.53692758,16646.92008,3.019313347,0.005389903,4431.169338,6.631226077,1.561245582,33545.30075,7.600946904,16.99687324,1474478.607,1.957090965,17.50874022,136479.0161,0.781371905,0.042506901,2210.175629,1.87216481,6.973457933,98546.29067,0.687112305,0.021802565,297.9735274,4.179563814,0.001349988,430.7251519,4.707178768,0.193541773,10780.4465,1.732150299
,FALSE,sample4.d,2021/11/4 12:49,Sample,,60-4_inksac,16.3816792,16122.43039,1.818704017,0.040475784,1346.320087,3.199763288,1.258931463,36028.33177,3.850940422,30.40172699,489276.4099,1.826505329,13.21387871,192306.3279,2.374990416,0.067585334,1971.944631,7.724918272,5.79231817,80793.4875,3.712540388,0.011013258,231.3936856,7.217821945,0.001796547,389.1841504,19.11267569,0.099266178,4112.013456,3.881033812
,FALSE,sample5.d,2021/11/4 12:53,Sample,,60-5_inksac,26.70365448,10149.08282,1.464113251,0.028229934,4725.995933,10.48519233,1.518892545,28816.53166,3.142696549,27.85153999,860261.7781,2.158289168,14.20763449,126163.8327,2.247330809,0.058369748,2774.8051,4.333328745,10.23928207,40215.32175,1.585241284,0.018823389,247.3630324,17.49813286,0.001385671,443.0187165,12.45599568,0.186419465,11777.88162,3.283782374
,FALSE,sample6.d,2021/11/4 12:56,Sample,,60-6_inksac,30.56414738,10124.41808,1.286614374,0.047985581,5024.129973,6.513378519,2.62615714,19752.07949,2.669519811,36.06487604,1206506.651,1.47268292,19.82531546,202101.9201,1.351037356,0.061002473,1768.967138,2.118257921,8.750766842,86456.49483,4.45517023,0.020473836,302.6454094,22.3339236,0.000969384,351.0899124,15.58837642,0.147910581,5454.337629,5.025738998
,FALSE,sample7.d,2021/11/4 12:59,Sample,,60-8_inksac,27.46614578,27501.28427,5.347032388,0.035766742,1872.685617,1.741757171,2.662518104,27158.90116,6.021424347,33.08350914,690354.1174,1.249702092,13.55542831,79219.47147,2.073761955,0.057847427,1891.053105,5.073254616,11.79776983,54714.21469,0.53054251,0.015773776,186.7607043,11.44584272,0.001099812,372.006597,10.41124547,0.25616546,4394.819742,1.109264084
,FALSE,sample8.d,2021/11/4 13:02,Sample,,60-9_inksac,5.128868418,14819.82368,0.912492725,0.03240406,3435.773699,2.717511192,2.744408427,37149.25309,4.790191663,51.1801524,1189727.418,1.217194846,22.16693923,201841.8938,1.326747428,0.037760158,1804.68188,7.71011969,11.22036315,46163.41561,2.565433929,0.011184821,202.3584927,19.36346287,0.001716876,398.7155233,2.90392655,0.155600219,6354.567031,0.709905175
,FALSE,sample9.d,2021/11/4 13:06,Sample,,60-11_inksac,8.865960851,18915.88002,5.190793845,0.034302212,1738.039959,9.577197998,0.949629807,21991.82242,5.372386001,36.47683913,961694.6307,1.942347405,16.39838486,111352.4184,2.762780917,0.028578938,2840.602498,12.22440186,6.797294541,42116.73047,4.600776001,0.01155274,276.9719439,8.427174535,0.001750289,340.0352486,8.505709349,0.164278776,3273.9632,3.928017517
,FALSE,sample10.d,2021/11/4 13:09,Sample,,60-12_inksac,7.937519709,15809.86455,4.157871446,0.044960678,1301.56369,7.183359777,2.821992727,19385.93946,4.992321403,23.05153874,1191018.483,1.055250436,15.38239157,124407.5901,1.848288833,0.020678704,1362.736415,4.495498729,8.540923323,64559.64537,2.779339574,0.010314266,287.4143469,6.494175043,0.001542354,409.9475069,10.75278882,0.21196112,10166.48505,2.620128741
,FALSE,sample11.d,2021/11/4 13:12,Sample,,60-13_inksac,23.48332496,21343.118,0.731617319,0.036181407,3870.528797,6.657583023,1.986159728,9825.030246,6.294633978,51.78643464,1127263.594,0.817705729,14.76774545,188012.3407,0.723333327,0.046416764,3291.158719,3.552906526,9.433151358,91153.41979,3.342249111,0.016300289,162.7439397,4.889810199,0.000520752,436.1279972,17.40134983,0.114692077,7933.406043,1.862264044
,FALSE,sample12.d,2021/11/4 13:16,Sample,,60-14_inksac,31.12232876,11938.49513,3.538552097,0.03532072,3669.069412,9.94376252,1.431791499,23639.85947,2.723194214,16.25920156,1252625.276,1.988340354,8.936268028,199009.4928,2.094819789,0.053358265,2799.708265,11.64245127,11.25825349,98879.42042,2.641136896,0.018432526,301.3290992,15.0403421,0.000731497,398.7775908,12.68883607,0.239707402,6250.732878,0.687870676
,FALSE,sample13.d,2021/11/4 13:19,Sample,,65-2_inksac,16.31117865,16606.74523,5.635894799,0.037078331,1629.950737,3.06949518,0.207325248,18590.35558,1.900727087,51.63373306,1742603.327,0.399534745,13.46040382,192756.2989,1.14470833,0.034780508,3140.841859,3.095457568,12.85498031,105182.3518,4.211419624,0.017986788,304.5237391,9.53395263,0.001537287,459.7717333,4.563463256,0.129108339,6183.276353,1.493825111
,FALSE,sample14.d,2021/11/4 13:22,Sample,,65-3_inksac,11.15656878,12182.15716,1.540629917,0.027343905,1866.339957,5.609447344,2.154049016,17212.93891,5.02565759,14.50551635,857524.3956,2.195462314,18.78576512,124511.4516,2.319049361,0.030358577,1948.693413,5.18672166,5.314488516,76601.39883,2.476327331,0.008740593,150.8496963,22.84557949,0.000751127,408.8481967,12.64603606,0.268385184,8609.79568,2.742998746
,FALSE,sample15.d,2021/11/4 13:26,Sample,,65-4_inksac,15.94142224,18580.93135,4.837299471,0.007973181,3607.51322,4.316772691,0.370856675,28130.98902,5.578899927,51.48824768,1045674.807,0.804152024,29.42335333,86705.24739,1.990835491,0.035015732,2890.4021,13.24014715,11.21847773,40637.13827,4.630396932,0.009758574,293.7412161,9.751763064,0.001783608,408.4138751,10.4789742,0.164357511,6430.718573,3.277335937
,FALSE,sample16.d,2021/11/4 13:29,Sample,,65-6_inksac,18.01439771,3824.035781,2.301720727,0.050591393,2137.079204,9.434887345,0.862052225,29527.98183,3.970213442,36.36064562,993377.7952,1.353136311,24.33900916,132680.821,1.20149916,0.030627865,1784.023069,7.758017,4.869290655,93506.05382,3.556371656,0.019335687,216.1782382,12.51230734,0.000729014,415.6256463,14.04766009,0.22895593,10603.20803,3.677013988
,FALSE,sample17.d,2021/11/4 13:32,Sample,,65-7_inksac,29.63573328,17893.63438,2.183888492,0.027647628,3058.276018,5.098906435,1.289308487,2515.327158,4.849225438,32.60827846,1800597.138,0.532654426,10.14268455,117022.4381,1.759204596,0.02705265,2476.727549,10.89335024,5.672414307,91297.60737,1.575005433,0.018565013,168.8612916,4.67902672,0.001411211,466.1595954,16.88819531,0.163086641,6722.988352,3.213075833
,FALSE,sample18.d,2021/11/4 13:36,Sample,,65-9_inksac,8.733295285,26692.28426,2.648398367,0.024098069,1521.84065,1.518353317,1.721931958,9780.454865,5.475194517,36.85899254,1312605.568,1.113954982,20.24507475,175763.9033,1.757778496,0.063444213,2005.804272,2.864941805,5.777260047,76607.7214,4.051750202,0.021621905,170.6739026,13.34753561,0.001639387,374.2691872,12.3270992,0.148576778,5239.074617,2.332455656
,FALSE,sample19.d,2021/11/4 13:41,Sample,,65-10_inksac,15.04074336,21974.41331,1.592849779,0.002665704,2283.121186,8.075644498,1.069150924,9247.966146,6.237210092,44.48985234,517337.2183,0.581641727,22.54966119,149159.1989,2.009406776,0.058912582,2455.771031,9.360862296,10.94411819,97684.97256,0.844624102,0.020117943,180.366045,21.15269458,0.000319139,446.8565858,16.29495768,0.204729997,9136.119297,2.432465362
,FALSE,sample20.d,2021/11/4 13:48,Sample,,65-11_inksac,33.94459805,4590.633029,4.598373726,0.009100386,5006.940237,10.70399733,2.756316785,24465.94403,4.804752905,25.91466818,1802863.688,1.152639923,15.12838587,192738.6009,1.260502693,0.052675285,1337.564898,5.278069613,9.317868065,58481.10549,3.489645585,0.01651,293.2198071,4.320785095,0.00155207,356.4495036,18.91123732,0.22640254,3664.607951,1.075022397
,FALSE,sample21.d,2021/11/4 13:51,Sample,,65-12_inksac,5.887055398,4015.324937,2.274828751,0.005500756,4348.625214,1.914733866,2.721715141,34161.17316,3.532025497,26.5390746,754988.9297,2.048619927,17.13233405,66212.87784,0.762273219,0.048715843,2807.387878,6.732137216,11.79088099,88743.4742,3.550863083,0.021201657,221.27503,22.49849517,0.000325384,467.0968589,17.6356132,0.16902474,5989.208893,2.460685943
,FALSE,sample22.d,2021/11/4 13:55,Sample,,65-13_inksac,15.8733868,26298.24545,2.468714463,0.017334502,4575.394301,8.581937661,2.420475601,10222.88119,6.464341278,44.56484455,1746072.51,1.951790097,13.89735726,82134.4466,0.958241836,0.060715805,1441.301417,12.77730705,11.7669236,57286.68938,4.394925629,0.016070334,294.8672423,14.76576737,0.001694848,375.9629011,15.55724255,0.143432501,6501.180126,3.208084981
,FALSE,sample23.d,2021/11/4 13:59,Sample,,65-15_inksac,32.99326618,8683.349688,1.873491116,0.006310508,2920.662454,8.351679228,1.204513962,15068.94975,2.581287965,26.17088434,582014.7192,0.763103381,24.46674796,168314.4275,1.752165148,0.06186684,2444.180017,8.792784229,5.825421393,76479.642,1.271433745,0.013931349,243.1754059,21.04065502,0.00035017,390.3703729,4.684363837,0.204835463,6960.998483,4.116572412
,FALSE,sample24.d,2021/11/4 14:02,Sample,,60-1_stomach,1390.61248,407272.7357,3.593040185,0.795014127,62174.40786,4.796863245,231.8784015,6275224.804,2.944697178,10.81939693,1314878.118,1.579302989,38.77363451,159082.8111,0.908086171,0.022197635,2710.301745,5.388866945,2.448373818,19895.975,2.507693158,0.033117471,2990.204675,7.800171967,0.005372931,695.8445298,15.0986035,0.059577469,6350.573343,5.909489184
,FALSE,sample25.d,2021/11/4 14:06,Sample,,60-2_stomach,2034.316227,600983.8367,3.224070093,1.55494168,9105.610469,5.508351043,304.8748591,1530575.496,5.874424762,21.87910588,917163.1929,0.871157825,27.53250141,235266.5492,1.112491366,0.050637499,3727.173062,7.832604576,3.466115767,15745.94024,1.899650367,0.04623154,1488.377476,6.007722299,0.005244502,583.1229222,10.97061007,0.123686732,4630.316826,5.676791538
,FALSE,sample26.d,2021/11/4 14:10,Sample,,60-3_stomach,1991.811349,383029.556,3.279093461,2.042264441,30388.88862,11.59067061,281.1405767,3445836.105,4.734461523,33.09199641,534674.8836,0.706940044,32.75996811,210339.4274,0.315118419,0.047722149,1748.871147,6.797536509,0.659628357,9557.329636,1.97293493,0.195844573,518.3991717,19.19678104,0.00408334,585.2932953,10.81431624,0.108297624,5404.324601,0.830863406
,FALSE,sample27.d,2021/11/4 14:13,Sample,,60-4_stomach,631.2316782,1641130.204,3.647394166,0.587644962,124491.16,10.75354768,220.6508623,5772739.684,2.437455319,29.32208864,575370.1458,1.65670184,30.44959454,158656.08,0.522381329,0.046772016,2469.394582,4.470915765,2.430318301,30887.18176,1.483655592,0.0673812,3114.970392,4.949755345,0.003526752,859.1074821,15.82665337,0.111125109,6301.337356,4.15404171
,FALSE,sample28.d,2021/11/4 14:17,Sample,,60-5_stomach,1367.565901,1702292.404,1.268895881,1.377236889,62626.05385,2.41808283,465.5124802,3354277.458,2.668237181,13.54878105,1224499.101,0.948404585,35.27244274,155870.1336,1.185264086,0.041888136,2804.902745,7.407998919,1.382552972,17399.85635,2.879446432,0.168770684,634.878527,11.60728999,0.007721161,979.5407458,6.740730456,0.101035976,5432.400442,7.774880581
,FALSE,sample29.d,2021/11/4 14:21,Sample,,60-6_stomach,2148.393264,1246401.506,3.83033361,1.778525834,49333.58955,8.857152919,307.5032435,1192886.914,5.268907528,18.791933,1024943.763,1.202067943,23.65414149,181357.9251,0.253515247,0.023095506,3007.004411,2.861809747,4.324867647,29109.38773,1.571023445,0.16531998,834.579877,17.44138636,0.011886851,761.3452441,16.35206794,0.056143596,3740.269985,3.65829849
,FALSE,sample30.d,2021/11/4 14:24,Sample,,60-7_stomach,2139.873694,1146279.763,4.287001546,1.880718882,95278.26687,5.684104242,481.5727434,5371400.479,1.368521472,16.04024459,931959.2578,0.810204347,25.42480326,187630.5079,0.530449895,0.078049698,3280.042813,2.264508176,1.224403797,31701.47951,1.813106434,0.094236429,1103.29207,8.444775216,0.009163651,753.9819088,3.616606333,0.076798736,4168.220144,0.743101138
,FALSE,sample31.d,2021/11/4 14:28,Sample,,60-8_stomach,2842.213492,948178.1672,1.440219182,1.368300154,28887.08093,9.873752188,31.23210857,5264189.04,4.615853482,26.66577846,1404005.529,1.169034183,29.61795522,179078.5007,0.339104719,0.052004067,1400.414228,1.776364404,2.064686994,9868.569875,3.465089336,0.172318807,3013.170472,5.073509669,0.009014733,971.6971407,6.860799379,0.068076405,5856.634929,1.36634992
,FALSE,sample32.d,2021/11/4 14:32,Sample,,60-9_stomach,1862.558372,927722.5981,2.194586935,1.526985788,107701.0782,6.615099299,264.5897686,2385659.5,4.969421481,30.13247945,850101.3848,1.562058421,28.34982749,165997.6699,0.519025498,0.071488703,2600.869584,3.418379295,2.765975957,6048.887093,3.859672615,0.170077636,2129.548421,2.651655246,0.005919121,990.2808046,12.88304887,0.096078304,6467.913947,1.261912556
,FALSE,sample33.d,2021/11/4 14:35,Sample,,60-10_stomach,1613.891919,409232.3652,3.872450106,2.027655184,12820.98182,6.501533997,474.8390673,4760429.973,1.924403423,20.44503436,818668.0291,0.918255178,22.82534974,255032.4647,0.873438879,0.079163236,1799.961752,8.691414844,3.253134045,11397.85048,2.538282515,0.138853063,2071.585287,11.74370687,0.003711724,877.1146318,15.9855297,0.050859439,5042.371354,7.272208971
,FALSE,sample34.d,2021/11/4 14:39,Sample,,60-11_stomach,654.2832408,1909835.531,1.655842428,0.96913422,98799.73424,2.918054339,144.1369531,3716592.158,4.476429497,13.03993739,558110.0211,0.810541239,30.89689505,152209.3288,1.010167513,0.062348839,2776.379683,4.411918144,2.193685976,22024.41058,3.221367798,0.2020045,1233.857827,11.62004906,0.006638184,797.3043258,7.554039309,0.106207505,3904.434439,7.944451154
,FALSE,sample35.d,2021/11/4 14:43,Sample,,60-12_stomach,2958.149628,1682558.054,1.593439542,0.305219166,94616.03304,2.565576498,255.1538074,5085551.015,2.113108682,22.01457908,1305660.578,0.927499053,37.22060449,203623.5752,0.300002073,0.051981804,3336.895294,4.16561404,4.122154755,20915.46207,3.72507557,0.14133953,2513.087172,19.57931093,0.004447689,861.1958449,5.907219923,0.077775527,4514.402724,7.1735818
,FALSE,sample36.d,2021/11/4 14:46,Sample,,60-13_stomach,2466.198893,460918.7711,2.330706184,1.212813049,72486.46744,4.401603948,308.2420661,5371248.683,5.1548519,19.06876196,674711.6484,0.906127538,22.70372664,260438.8519,0.814660533,0.019706159,2437.134238,8.163450569,2.570207392,22256.27945,2.258747524,0.137229099,2445.526019,17.13878201,0.01164279,664.1712253,14.78650042,0.107058168,5442.091049,2.983152751
,FALSE,sample37.d,2021/11/4 14:50,Sample,,60-14_stomach,2842.696745,1964040.28,3.669361672,2.045148765,77999.69163,8.988859534,233.3970889,2273389.992,2.636796176,33.81124138,1327968.71,1.376202644,24.02024414,182810.7934,1.409749314,0.071124388,3664.97709,7.774695729,3.683020283,21185.90907,1.368262594,0.203250425,2243.529536,6.146413812,0.004029688,943.308621,14.5763882,0.100433489,5431.270001,7.288371781
,FALSE,sample38.d,2021/11/4 14:53,Sample,,60-15_stomach,910.3295649,1742401.055,3.447068039,1.383429622,58427.91978,5.992282534,67.51299957,4831717.125,5.491746508,24.98358492,334388.3743,1.201858434,34.66083537,187443.8709,1.084424967,0.030677925,2702.447856,8.269859498,2.382476116,25257.3158,2.210881022,0.227505674,2409.403117,18.365117,0.011754023,947.3525889,5.726210973,0.063822133,5812.482438,2.348421778
,FALSE,sample39.d,2021/11/4 14:57,Sample,,65-1_stomach,2943.659647,408821.0625,2.850008758,1.378594839,86423.98159,5.392597972,136.193223,6409374.355,3.605892323,17.67732811,610299.9398,1.103353215,39.13757103,231834.4665,0.324978811,0.079006634,2645.132988,7.669126234,1.270874199,29750.18696,3.482240523,0.168903848,3028.267268,13.788734,0.006113011,874.8664391,13.86908097,0.086583767,4746.449341,4.312153043
,FALSE,sample40.d,2021/11/4 15:01,Sample,,65-2_stomach,2215.20738,1543135.094,4.084767936,0.977440335,129539.0665,10.17770085,79.84130227,2577247.339,1.320278241,10.86805662,1224494.78,0.850313141,35.52612323,251451.2212,1.031937227,0.038678545,2051.260204,10.17700229,0.517114541,10265.02001,1.442088554,0.12123949,3013.202115,12.26470346,0.004968826,1003.255299,6.753359189,0.112723108,6491.048382,7.286539575
,FALSE,sample41.d,2021/11/4 15:04,Sample,,65-3_stomach,2664.827014,1065479.943,2.07319973,1.737626847,96551.341,4.736409067,257.3659404,2833908.862,4.228166548,21.32445177,1034078.36,1.16861792,22.85250059,181522.9685,0.348736708,0.062516238,2048.171607,3.849220602,3.007746848,17287.75343,2.339284699,0.204713673,3174.366117,16.07816146,0.007896586,773.6191571,16.61099866,0.067779548,5073.586636,1.488435706
,FALSE,sample42.d,2021/11/4 15:08,Sample,,65-4_stomach,2631.299731,928570.9157,2.964511104,1.657748066,60568.08734,10.17024811,340.4132732,3940393.11,3.406598129,28.43725692,342282.7314,1.683427582,30.48163143,251597.0705,1.122818274,0.078538688,3800.456664,4.561204736,1.230943124,25539.14545,2.639706131,0.256299537,2350.503141,6.223105473,0.002864647,601.5516489,14.34273755,0.113613221,6669.011093,3.389853113
,FALSE,sample43.d,2021/11/4 15:12,Sample,,65-5_stomach,1039.162386,1061041.699,2.886681808,1.530412709,28794.47257,2.857670948,185.1030525,5822422.805,5.789159097,28.82622879,1424973.856,1.194432738,34.17609741,215465.5257,1.483736783,0.036325499,1406.020641,5.8027181,0.926959299,28218.89881,2.629072,0.058651658,2117.694693,2.630772878,0.006593311,901.7643809,9.881544432,0.057908782,5682.562278,0.584639106
,FALSE,sample44.d,2021/11/4 15:15,Sample,,65-6_stomach,1707.131135,354129.1546,2.266168799,2.112656772,53427.18256,4.286210389,391.8617486,1532998.715,4.693506786,23.01040816,342086.5535,0.993771148,36.46816221,203410.6139,1.498981115,0.067478002,2906.331862,3.021361758,2.280756204,7739.118561,3.85370336,0.109701143,3377.120779,5.344645938,0.005615512,613.7129748,14.29297521,0.124506314,6113.465248,2.044296912
,FALSE,sample45.d,2021/11/4 15:19,Sample,,65-7_stomach,1566.463299,920892.5965,1.72696083,0.504084577,122312.8886,3.118277738,150.0157277,765621.3156,5.326983318,8.491683691,999888.8347,1.256694767,26.08543991,233337.1749,1.310623236,0.0643136,2603.81834,1.882749727,1.806297037,13285.41624,0.985366433,0.205475206,3177.137185,4.154833667,0.007612539,909.5344546,4.910790768,0.091169116,3891.411451,3.05405698
,FALSE,sample46.d,2021/11/4 15:23,Sample,,65-8_stomach,1832.535407,1259223.36,2.768029169,0.863023467,31554.59624,8.064326814,246.8991087,5339471.259,5.728436098,14.74225287,1404418.83,1.528180196,23.14718301,216895.3572,1.309748156,0.080482057,3342.171673,7.377666562,1.416634137,17468.53174,1.440045542,0.047439546,3095.829608,20.11076061,0.004564144,855.6919855,6.634408222,0.09075585,4585.080941,4.607782172
,FALSE,sample47.d,2021/11/4 15:26,Sample,,65-9_stomach,1873.121025,596893.9456,2.727341916,1.456878512,7172.13124,5.141422423,427.4557054,4427359.726,1.372545509,27.64703165,212808.4748,0.947737411,34.95865585,204754.6909,1.380558307,0.040023213,3142.38546,6.051451956,1.187406821,27688.98891,3.095515327,0.13435531,1067.542245,19.23602182,0.005277072,941.4302825,11.64705704,0.090983238,5751.075947,7.723884468
,FALSE,sample48.d,2021/11/4 15:30,Sample,,65-10_stomach,1064.195119,831774.5522,2.860721797,0.312057031,127316.4183,8.559914104,469.6714981,4726717.208,1.280209879,23.1813186,1004217.076,1.063473757,25.11731091,152968.2084,0.943919252,0.053901545,2920.607908,2.56387488,2.837825255,17744.55255,1.592897854,0.155466012,1857.159274,16.73017599,0.004891336,950.5585834,11.47749607,0.129895651,3736.482428,2.537238108
,FALSE,sample49.d,2021/11/4 15:34,Sample,,65-11_stomach,2932.573781,817167.8079,4.070253557,0.616165302,76330.15667,3.262548136,377.807868,1608080.33,4.748710098,30.08585984,998725.7869,1.306672177,30.98366601,169166.2071,0.871047824,0.054252852,3141.87367,6.944564378,1.362830199,16779.05681,1.719048501,0.265091952,2687.908186,2.917713866,0.010651168,978.6713231,12.4454866,0.074463573,6339.148652,2.253616791
