Sample,,,,,,,Metal_A  [ He ] ,,,Metal_B  [ He ] ,,,Metal_C  [ He ] ,,,Metal_D  [ He ] ,,,Metal_E  [ He ] ,,,Metal_F [ He ] ,,,Metal_G  [ He ] ,,,Metal_H [ He ] ,,,Metal_I  [ He ] ,,,Metal_J  [ He ] ,,
,FALSE,sample1.d,2020/10/28 14:20,Sample,,Wash4,<0.000,787.8133333,2.817324938,<0.000,423.3466667,14.4328547,<0.000,352.2333333,19.40305781,<0.000,1222.296667,14.45859285,<0.000,3034.786667,6.250873173,0.040379493,2625.82,5.670016758,<0.000,14.44333333,35.25581458,0.059643998,401.1233333,19.9507183,<0.000,156.6733333,20.29783389,<0.000,293.3466667,10.8397851
,FALSE,sample2.d,2020/10/28 14:23,Sample,,Wash5,<0.000,727.81,12.92574875,<0.000,407.7933333,9.820281848,<0.000,367.79,8.225203961,<0.000,1203.4,10.53736359,<0.000,3302.616667,1.969090385,0.029144725,2001.28,2.582544194,0.00011547,18.89,88.83271884,0.055733435,378.9033333,9.651691688,<0.000,157.7833333,24.75665108,<0.000,271.12,11.0879101
,FALSE,sample3.d,2020/10/28 14:27,Sample,,Blank control_Batch1,<0.000,1759.396667,15.08783926,<0.000,464.4633333,6.783318098,<0.000,465.5733333,11.19095619,<0.000,3182.576667,4.753057325,<0.000,3579.343333,2.083524216,0.080704719,4867.496667,6.11061354,0.00034641,21.11,55.44548486,3.054286596,17416.82333,13.03245953,0.011610354,1070.063333,9.505564692,0.04351088,2649.183333,2.050246631
,FALSE,sample5.d,2020/10/28 14:30,Sample,,26_1_Muscle,5.770036731,5954.390351,5.761208747,6.25112002,720.752776,5.027440253,0.123826028,5175.691444,5.687130742,7.119902605,689839.6879,1.315102263,9.676131465,99888.36074,0.455036937,0.0070055,1669.33135,14.29379106,1.097913323,18503.23748,10.24687262,0.01421722,205.6440569,11.68329649,0.001873873,480.1724822,16.27277873,0.114204853,6524.840394,1.478497554
,FALSE,sample6.d,2020/10/28 14:33,Sample,,26_2_Muscle,5.950802061,3523.306272,8.149767584,6.576719387,1086.785796,2.747063534,0.395196864,5269.063015,3.846770707,15.17822761,232831.9066,0.516578727,14.62060638,105926.5602,0.652159736,0.014140396,1812.626588,5.095319038,0.382435825,3763.416871,5.506601403,0.015988803,189.3176669,17.61541604,0.001974932,397.5184309,20.76454182,0.073726189,7813.230194,1.313229761
,FALSE,sample7.d,2020/10/28 14:37,Sample,,26_3_Muscle,2.595619654,7047.926575,6.238231014,2.654723725,552.5949963,8.132555137,0.158884455,3834.566201,7.988160927,4.965226257,306904.1191,1.627878373,9.810916449,77278.02959,1.067379441,0.008567787,1755.323201,6.392812569,0.61921586,14120.89495,1.990318286,0.012700266,263.5027283,7.639710654,0.00093479,334.199898,18.93474808,0.125516705,5035.854735,5.561317
,FALSE,sample8.d,2020/10/28 14:40,Sample,,26_4_Muscle,3.564988546,5782.922308,7.444320215,7.307320787,889.3842687,5.787621285,0.398780946,4102.395465,6.643926047,13.59628067,712634.4893,2.280420328,9.874226828,102260.305,0.728551961,0.017732513,1262.188705,5.151722319,1.263942144,14955.17267,3.216874826,0.021495731,237.0114304,18.59432678,0.001684414,366.3754912,12.50057443,0.106947178,4509.379582,5.212874761
,FALSE,sample9.d,2020/10/28 14:44,Sample,,26_5_Muscle,4.133785081,3138.800229,4.536927285,2.644677117,1126.723398,9.789623855,0.342265939,3470.885346,5.732251133,10.44565453,351782.6773,1.548635749,15.06631501,108122.5174,0.463068854,0.02733582,1831.180742,10.71321881,1.702979026,3510.621807,4.875461593,0.01814456,214.9288567,11.70535243,0.001636369,394.6980269,13.63823746,0.145323388,4614.036471,4.121158793
,FALSE,sample10.d,2020/10/28 14:47,Sample,,26_6_Muscle,6.08357796,3644.51167,3.607884762,6.359584366,654.5715608,9.040414811,0.225156734,3411.053919,5.014037961,10.61418485,779050.044,2.409200726,12.64328264,64950.38101,0.749442321,0.019376367,963.1928767,4.49858772,1.483409558,14619.67684,8.464864209,0.018543371,242.6070267,7.423527675,0.001730922,428.2583603,10.33191704,0.069537337,4984.941371,3.918011308
,FALSE,sample11.d,2020/10/28 14:50,Sample,,26_7_Muscle,3.45328507,6027.350366,6.08815996,8.172487278,1212.209621,10.1935286,0.357765085,3211.479039,4.336973675,2.180108547,754347.8909,1.443717464,11.95094052,113669.0244,1.174566408,0.016372452,1053.474057,13.75776088,0.799316292,6547.133424,10.07678056,0.018196816,282.3314286,13.85756366,0.000940766,328.8288916,14.77239371,0.149402512,6235.142152,4.640169727
,FALSE,sample12.d,2020/10/28 14:53,Sample,,26_8_Muscle,3.792529163,4191.785735,6.396239206,1.876840729,945.4507897,3.080564943,0.171361802,4567.725604,6.031238083,7.486263109,745232.2275,2.041640664,16.30971764,109159.0004,1.460951826,0.006734869,1458.154493,7.815086979,1.138559141,17727.48757,2.405773691,0.019558093,197.227599,10.62272039,0.000963272,380.0210103,14.81505278,0.12620206,6355.35269,4.148895955
,FALSE,sample13.d,2020/10/28 14:57,Sample,,26_9_Muscle,5.343438739,3859.263945,5.977080081,2.530389414,485.7934829,5.100322875,0.105107286,4902.672519,6.973155314,12.63810309,481149.7596,1.414040656,10.23469144,106547.1858,0.505315779,0.009687984,832.861961,6.151735744,0.735952391,4071.4364,3.258227677,0.015192322,223.5796579,18.03861599,0.001873081,385.1927118,19.3306667,0.089084224,5712.448269,1.778753365
,FALSE,sample14.d,2020/10/28 15:00,Sample,,26_10_Muscle,3.922276484,3872.964281,4.81372546,8.250233975,787.5163514,3.405407101,0.325430255,4039.168658,4.932907809,17.79049762,441591.5127,0.572873234,16.5102185,110050.1794,1.423924515,0.015964418,838.0838666,3.422524386,0.474151068,10237.46012,9.420320573,0.012434551,228.9869589,13.065464,0.001659346,462.3559973,7.571360414,0.074227745,7582.789306,5.599304222
,FALSE,sample15.d,2020/10/28 15:03,Sample,,26_11_Muscle,3.348147684,5696.80425,4.719328322,2.458343248,674.160782,5.76724853,0.336082567,4041.38469,5.814525319,3.172955486,645421.7131,1.968025508,9.81214374,93922.03788,1.136154106,0.01120636,1301.178071,5.946240024,1.602327627,4697.819913,8.088248676,0.017259638,222.5107257,14.70175796,0.000724679,460.2547096,12.97216216,0.085996758,6026.678221,3.328613452
,FALSE,sample16.d,2020/10/28 15:07,Sample,,26_12_Muscle,3.891818248,4867.575312,5.531484954,7.131891333,961.3641514,6.173044419,0.224999752,3914.342539,4.075950376,17.27225786,429167.3202,0.686874709,11.43103688,89668.49509,1.0397124,0.02076223,1721.484969,11.00631307,1.690509384,9940.810145,3.705995854,0.017873058,267.7765865,6.498244287,0.001779376,487.175259,8.716885227,0.155855644,5288.214303,2.446747181
,FALSE,sample17.d,2020/10/28 15:10,Sample,,26_13_Muscle,5.58899337,6501.266915,8.016016005,7.395898038,606.7414383,10.02442647,0.097639023,3181.113025,3.168174162,5.886441456,800354.9505,1.215602585,12.1514881,99454.00264,1.460724637,0.006604362,1734.391071,6.384618495,0.826166399,12646.90814,8.428485278,0.020501191,216.7339237,10.61785244,0.000680851,330.7152383,13.86296972,0.146630266,4821.345024,2.834294314
,FALSE,sample18.d,2020/10/28 15:15,Sample,,26_14_Muscle,4.806633929,6220.207494,5.275108368,2.184073748,1040.322962,11.57772091,0.303878534,3182.525377,8.643702214,15.28984718,270146.898,1.015378158,10.22106805,76054.63522,0.930770653,0.02219892,1245.722473,13.21399125,0.93269745,17297.68735,4.759034679,0.020768766,259.5843686,14.73985665,0.001765426,439.8766783,19.91461886,0.117609909,5765.571408,5.219341312
,FALSE,sample19.d,2020/10/28 15:18,Sample,,26_15_Muscle,3.694281348,4035.13526,8.457061356,5.249768082,551.3592641,10.44932715,0.215963113,5477.703451,1.99327798,17.72987684,816408.401,1.892728313,11.81060417,82233.75108,0.855830663,0.026250519,1784.022638,8.882937786,1.47429095,7439.164268,4.825003298,0.012156509,262.0097589,16.9748947,0.000418611,381.2016457,23.03438668,0.105103114,6355.524168,4.607993673
,FALSE,sample20.d,2020/10/28 15:21,Sample,,28_1_Muscle,2.839487654,6787.640016,4.406820594,8.351971306,1352.215581,6.016712709,0.353200548,5076.787432,6.999660393,8.573865817,541452.8758,0.962351734,10.11708925,104626.2325,1.567766099,0.00908002,1726.592245,5.595206079,1.283701382,7834.986816,3.324968247,0.019017321,271.4447394,17.04923746,0.001286631,362.3949125,21.32894446,0.120830642,5199.54334,2.71804045
,FALSE,sample21.d,2020/10/28 15:26,Sample,,28_2_Muscle,4.362061032,2748.211134,3.707568398,7.417469536,1070.179355,3.34614315,0.326237484,4682.73808,1.700526861,6.915213889,543562.7313,1.38779634,11.10934332,98219.88899,1.446037947,0.014222483,1618.707329,9.25313247,1.204420545,5181.352671,3.656790616,0.018234444,238.6410478,15.86270903,0.001576794,372.4026237,12.78350791,0.110334023,5042.714032,2.3995347
,FALSE,sample22.d,2020/10/28 15:29,Sample,,28_3_Muscle,5.757274111,5383.048682,7.531784072,2.100897208,1356.431519,6.725451333,0.233240272,5447.406664,4.494083882,8.065248194,205179.2483,2.201256687,13.95630825,71882.43108,1.183226776,0.012486952,1331.979652,13.47541043,1.575633645,6095.391327,5.729061494,0.016711257,211.0895942,6.381798657,0.001515358,385.9846383,12.31336823,0.137954198,6362.73846,1.897512974
,FALSE,sample23.d,2020/10/28 15:33,Sample,,28_4_Muscle,6.043019964,3535.484061,2.158483203,2.174854695,705.3958045,2.738501082,0.092629633,5942.699294,3.636423715,9.613577506,284617.3862,0.959515791,14.31355565,91437.9294,0.482595296,0.020394976,1595.271921,11.68990209,1.493547409,6228.604491,9.277913829,0.020590632,244.8738641,9.472295019,0.00187447,427.4261025,10.23826299,0.144538742,4515.227982,4.68722376
,FALSE,sample24.d,2020/10/28 15:36,Sample,,28_5_Muscle,5.820529065,6927.230049,8.625744923,5.151162778,990.1414693,8.015875047,0.121640765,5906.882637,6.992011993,8.089458453,392362.5281,1.990561484,16.02075643,109770.6195,1.71851151,0.007712057,1068.123938,4.28066731,1.430911113,12297.86835,10.06145845,0.012451531,271.7088225,6.413112395,0.001530518,358.7767259,13.20532845,0.099286978,4645.819809,5.526070852
,FALSE,sample25.d,2020/10/28 15:40,Sample,,28_6_Muscle,4.452485139,4483.415026,2.113007933,1.912904395,1274.471662,4.727409623,0.340125202,3418.506821,3.935523903,4.026264485,289008.8807,2.123747578,16.14618451,109113.9537,1.531591736,0.006985286,1335.073411,4.227617308,1.108586788,13712.28708,4.116633581,0.01607457,242.6834691,9.125084787,0.001859409,412.7578318,22.33739781,0.11392087,4739.869457,5.225360992
,FALSE,sample26.d,2020/10/28 15:44,Sample,,28_7_Muscle,4.7553522,6970.400766,2.420188674,4.283691041,646.6527516,12.10668794,0.306015065,4918.086387,3.817197504,11.95449576,208054.6485,0.888239319,10.08318356,117333.9414,1.767604203,0.02454107,882.6853678,11.52334566,1.682655248,18543.81846,3.45005665,0.016445506,205.6499306,14.69134151,0.000812236,416.375127,11.29786472,0.095918698,4857.057279,5.68550372
,FALSE,sample27.d,2020/10/28 15:48,Sample,,28_8_Muscle,2.508259515,3437.246162,4.630839286,1.946232975,1283.532323,9.093810401,0.107890002,3654.234273,6.47493483,11.12964074,738364.6738,1.989115075,12.62173842,94085.28543,0.874221704,0.013327559,1314.126709,7.092307549,1.208320694,18271.39016,4.128089781,0.018765323,266.7413887,10.63330961,0.000537164,343.3211547,18.86818742,0.129585725,6353.686483,6.976079013
,FALSE,sample28.d,2020/10/28 15:51,Sample,,28_9_Muscle,2.388291357,3573.941449,2.262856733,8.359709636,1300.591316,6.898321678,0.362208141,3188.382581,5.254499166,15.68837834,647386.3816,1.696865173,16.21359427,83576.4506,0.774866579,0.022374039,1743.221231,13.71784038,0.853719612,18456.0108,4.667495314,0.013821106,254.194683,18.83656159,0.000820104,387.6261551,7.027558129,0.155996915,4916.614961,6.241484469
,FALSE,sample29.d,2020/10/28 15:55,Sample,,28_10_Muscle,3.074849207,5890.597848,6.304427333,7.47301366,786.1529804,10.69927293,0.401586018,3649.339201,8.381517069,10.2782428,605168.4917,1.915406225,14.62183603,113040.0601,1.145592822,0.014571409,1562.91604,12.88895004,1.615195768,8944.134138,2.73553513,0.015904544,211.8244393,19.98001753,0.001574126,304.8387289,8.726012165,0.131275345,4239.958216,3.284497901
,FALSE,sample30.d,2020/10/28 15:59,Sample,,28_11_Muscle,2.380854936,4385.395365,6.882853717,4.888840701,636.0525002,8.341827892,0.290000548,3661.550844,2.912371897,13.25812957,500919.8324,1.637619393,15.32944533,91421.93697,1.701619448,0.011549088,1329.779404,11.21172277,1.004877298,5071.565449,2.206084259,0.016828467,276.8090935,19.74155172,0.000711327,318.9363211,8.238887719,0.141843136,4800.866503,7.070047138
,FALSE,sample31.d,2020/10/28 16:03,Sample,,28_12_Muscle,5.522250903,4555.695308,2.503384982,3.901793423,833.2940368,4.806330743,0.106675682,3101.744461,5.321040101,2.930677286,382674.2302,1.808250877,9.737791978,68440.78474,0.632186748,0.016820458,834.7524588,9.737844823,1.651017044,11352.11237,4.593426479,0.017074771,271.9425511,19.00340124,0.001848173,375.8262634,22.85586095,0.130484312,6559.148754,3.078321151
,FALSE,sample32.d,2020/10/28 16:06,Sample,,28_13_Muscle,3.28448819,4025.764452,5.989183577,2.654278881,1044.908864,10.39012099,0.110439851,3668.517839,7.363507626,9.394766429,198921.9084,0.816012662,11.46084747,86920.63365,0.504936993,0.03087123,1644.730027,13.2384249,0.306242393,4029.452928,5.416490867,0.012605968,244.0769283,8.862236952,0.001237231,421.7824037,22.31642699,0.066037327,6862.543344,6.180293033
,FALSE,sample33.d,2020/10/28 16:10,Sample,,28_14_Muscle,3.420480095,2657.072898,1.742354647,2.208406444,1374.825025,6.611514257,0.371971113,4035.402102,2.673596146,17.47391977,542394.613,1.59099665,9.915752466,95758.96514,0.364503423,0.007851306,939.6761699,9.506365028,0.526239712,19004.13706,6.622500031,0.016283462,183.5407516,10.85228415,0.001152387,464.6009018,9.618146188,0.12388508,6431.307645,2.29217477
,FALSE,sample34.d,2020/10/28 16:14,Sample,,28_15_Muscle,2.710405361,5068.028978,3.610223205,6.204430667,1046.803265,6.458407923,0.339056613,5793.880624,1.960630694,11.19628253,368555.6854,0.44049964,11.55132964,76901.14298,1.047221446,0.026555079,1380.48171,13.5410344,1.040948935,17819.02387,6.342276651,0.018691423,226.6792837,13.70871063,0.000659584,455.327346,19.22786774,0.08447247,5657.870413,5.956563409
,FALSE,sample35.d,2020/10/28 16:18,Sample,,26_1_Liver,30.75069168,21290.72427,2.627093107,0.153273638,7801.134021,1.052322213,0.512333802,12991.62347,8.158002401,43.35135668,1319511.765,0.711656101,34.81483675,169182.6917,0.718578829,0.403150394,19971.12446,3.646369835,53.02966809,383238.2299,1.46946243,0.180847217,6534.088595,17.59400367,0.013751771,2762.95362,10.48005816,0.143568415,5939.500529,6.113131973
,FALSE,sample36.d,2020/10/28 16:21,Sample,,26_2_Liver,21.91293058,23931.20998,2.375500909,0.190631867,8211.137334,3.742868057,0.599068318,11254.61277,6.445033269,39.42474953,1594840.978,1.358316949,22.70626943,226331.2226,0.448105547,0.332557614,25163.50536,2.915827275,53.45435748,550095.5105,1.484082807,0.161858004,1737.372686,7.415778792,0.015028941,1600.085565,9.155686467,0.145597249,7531.968154,3.367532653
,FALSE,sample37.d,2020/10/28 16:25,Sample,,26_3_Liver,31.65449431,20287.69537,2.556013736,0.087828262,10356.55257,2.898272773,0.799359928,12853.65354,13.34465555,37.28909665,2080105.845,1.324533389,29.41399485,149883.6483,0.73154651,0.314658166,22189.05195,1.836097106,58.7980738,564886.9073,0.797329745,0.270551487,2488.809564,14.08513314,0.006843151,1184.939761,10.33992489,0.137268103,6878.106983,3.979318376
,FALSE,sample38.d,2020/10/28 16:29,Sample,,26_4_Liver,31.75980258,18056.34111,1.179608221,0.062640776,15991.33421,0.741765891,0.500149705,11450.87853,5.229660644,37.31234882,2972135.12,1.022033939,30.02336771,213756.0517,0.941215968,0.477575964,17302.30201,3.659498895,50.32240002,407644.8761,1.447954098,0.554179035,5894.504514,15.39891606,0.027764871,2600.894346,6.934001259,0.113567867,5721.377371,5.394169764
,FALSE,sample39.d,2020/10/28 16:33,Sample,,26_5_Liver,26.1954035,28305.31083,2.703219437,0.161060025,10533.05173,1.523973442,0.753074685,9966.539665,6.88507091,69.94993201,2918568.198,1.294154504,24.24260341,265726.2133,1.386503316,0.360782524,23441.66815,2.688334005,38.7250704,529667.8501,1.271792859,0.374507964,609.2144268,5.763507425,0.008205836,2946.528389,11.55615603,0.125483997,5574.905909,3.21131767
,FALSE,sample40.d,2020/10/28 16:36,Sample,,26_6_Liver,26.14084314,18601.65934,1.970393365,0.098904931,8555.923443,3.366034093,0.765811361,8554.792677,8.526025504,68.33540551,2221917.004,1.204459924,31.30923862,296442.3804,0.678747134,0.360494405,17688.08609,2.985527113,43.73150529,559414.0772,0.882396197,0.278456204,899.2654861,11.20284501,0.008675933,999.2266353,11.57441973,0.141034598,6009.003396,5.677110554
,FALSE,sample41.d,2020/10/28 16:40,Sample,,26_7_Liver,30.86198914,29834.64566,3.171174014,0.190650572,13350.61236,0.763189022,0.655923696,10090.82215,7.673495758,36.59349346,1921226.304,1.149371681,27.05666696,274932.3759,0.742078626,0.437670883,22989.26682,2.919655664,45.99481595,508044.6641,1.273388306,0.468386769,5798.359644,9.325510337,0.014883125,858.7861839,13.78319226,0.108086461,6542.901138,3.546154854
,FALSE,sample42.d,2020/10/28 16:44,Sample,,26_8_Liver,33.71543713,30493.23875,0.382225581,0.169920089,9052.546493,2.312954793,0.689482728,8809.597951,3.415704512,42.37162809,1963839.709,1.490710399,32.21583231,298707.8836,1.365809455,0.455813254,20187.07313,1.405936286,51.48679033,442211.3775,1.778654755,0.451637846,3549.282267,9.795677762,0.004912939,2679.478569,13.99560062,0.115715377,6114.351337,3.742028114
,FALSE,sample43.d,2020/10/28 16:48,Sample,,26_9_Liver,32.8259626,27599.7318,1.726106042,0.162905393,10492.06862,2.001997686,0.513933555,10986.04861,6.5213649,53.26287128,2487525.151,1.04581273,31.93666558,220556.6195,0.58741583,0.386452245,16136.17059,3.497238179,56.1393774,508056.6273,1.235149499,0.4697535,2938.096667,7.336296201,0.032192702,2790.10353,4.743475385,0.127027402,6485.494345,2.473850326
,FALSE,sample44.d,2020/10/28 16:51,Sample,,26_10_Liver,24.99997245,24259.35517,1.978761401,0.098781179,11194.36438,2.359641388,0.529942481,14294.78341,15.31289174,54.99321695,2948707.462,0.698916347,23.64486908,245451.1621,1.306275271,0.379387956,16168.77848,3.206895973,58.43705211,511739.4924,0.677531226,0.29552295,3162.852795,4.020750294,0.04396969,1805.616655,8.415960177,0.140091432,7088.626714,3.814970786
,FALSE,sample45.d,2020/10/28 16:55,Sample,,26_11_Liver,32.41094741,18709.39348,1.902031859,0.118250714,10919.46426,2.473744446,0.85699285,12789.84865,11.03652223,70.90884749,3214074.282,1.041832263,35.4029702,258756.7024,0.886892646,0.403493195,23182.5745,1.247925527,50.97496633,507278.4914,0.897637156,0.494272312,5976.878675,13.68553377,0.011883393,1575.414067,6.675642075,0.137969344,6824.192591,4.426549235
,FALSE,sample46.d,2020/10/28 16:59,Sample,,26_12_Liver,30.64344682,33336.56654,0.382844899,0.137938449,9226.459214,0.833500675,0.718080335,10274.70879,4.302206936,38.13942629,2112845.94,1.438541003,42.1050014,177958.4495,1.090752462,0.360069514,20849.56258,3.07366669,38.76239298,571354.9616,0.54081559,0.277541925,2179.381961,5.361931897,0.024137163,1366.806026,14.52266801,0.125087818,6201.178071,5.967811639
,FALSE,sample47.d,2020/10/28 17:03,Sample,,26_13_Liver,33.91979238,20622.672,1.820653109,0.122454121,7838.399623,0.52653406,0.77537942,12482.98262,1.584967547,56.06589234,2194723.562,0.407376145,38.90311579,325838.1574,0.594015269,0.328169169,19260.46027,1.89888986,45.90812072,508225.0415,0.575485998,0.163070477,1721.232765,6.747478994,0.022342325,909.8701223,5.411567204,0.131572341,7048.196557,4.339893684
,FALSE,sample48.d,2020/10/28 17:06,Sample,,26_14_Liver,30.45613934,23465.29821,2.755083262,0.168076816,9039.117398,2.468712399,0.70551367,8671.264191,15.65073261,61.06127864,2935920.945,1.43044813,29.33203487,188067.7927,1.254776467,0.31392494,25378.17692,1.383615379,42.12447668,588456.5027,1.386474236,0.497701941,1184.063016,10.30265557,0.0269481,781.3228393,13.51895346,0.118446266,6692.357515,5.751703991
,FALSE,sample49.d,2020/10/28 17:10,Sample,,26_15_Liver,24.36786456,19457.0186,1.297109059,0.130711992,12859.56616,2.832735688,0.720889689,11722.96812,12.17672391,41.12952063,3139911.316,0.630853285,37.75568971,231731.2307,0.704240006,0.391206692,24972.41225,2.908165596,38.90548372,440688.1764,0.725983157,0.332458017,3966.192623,11.09984331,0.011630128,1722.855211,6.359678658,0.116772069,6124.810973,6.342812429
,FALSE,sample50.d,2020/10/28 17:14,Sample,,28_1_Liver,23.60315951,29267.90531,0.74510627,0.164088513,11936.08594,1.090016161,0.55534374,9425.398164,1.378481086,47.02690488,2416234.085,1.45097291,19.7808823,222646.6253,1.027722691,0.461311004,16789.13975,3.162105867,40.53954339,398056.1566,2.127765703,0.384155376,4687.917798,14.09912149,0.0352821,2176.986098,7.263436789,0.10443599,5579.246662,6.025462761
,FALSE,sample51.d,2020/10/28 17:18,Sample,,28_2_Liver,21.80228389,25459.43102,0.985375056,0.116952553,13455.13585,0.940073128,0.535460194,12245.79573,1.101325133,36.20641958,3068067.329,1.14824091,28.34653875,237215.3314,0.515552397,0.327974107,19554.56924,2.91523127,41.3117299,453976.0088,0.891073763,0.48041534,3278.582337,15.56573842,0.043648742,1769.801088,10.79143714,0.127206091,7771.315544,5.936815144
